标题,时间,URL
潜力永清——房价的低洼地 机遇的高热区,2016-03-29,http://www.fangchan.com/news/132/2016-03-29/6120514248021184866.html
环京县市房价涨得快 廊坊调控预期增大,2016-03-28,http://www.fangchan.com/news/1/2016-03-28/6120005065123369034.html
房地产业营改增有助于促进房价理性回归,2016-03-27,http://www.fangchan.com/news/6/2016-03-27/6119625515046604841.html
谢国忠：一线城市房价达历史高位,2016-03-25,http://www.fangchan.com/news/7/2016-03-25/6118926006851276972.html
燕郊多项目房价站上两万引质疑,2016-03-25,http://www.fangchan.com/news/1/2016-03-25/6118920594986963347.html
评论：一线城市房价暴涨游戏该结束了,2016-03-24,http://www.fangchan.com/news/7/2016-03-24/6118567211004400001.html
未过两道“坎”广州房价难飙升,2016-03-24,http://www.fangchan.com/news/1/2016-03-24/6118563856030961740.html
专家称稳房价能取得一定成绩 7.2亿存量房不可怕,2016-03-23,http://www.fangchan.com/news/7/2016-03-23/6118200674728874155.html
数据显示：北京二手房价一年涨了近三成,2016-03-23,http://www.fangchan.com/news/1/2016-03-23/6118195901707391313.html
京副市长：房价年初以来上涨11.3%,2016-03-23,http://www.fangchan.com/news/1/2016-03-23/6118195163627327850.html
北京五环内房价破6万背后真相：存大量伪豪宅,2016-03-22,http://www.fangchan.com/news/1/2016-03-22/6117839477697482846.html
遏制房价暴涨一线城市要守住底线,2016-03-22,http://www.fangchan.com/news/7/2016-03-22/6117832543690887929.html
环北京楼市样本调查：房价大涨 投资客笃定入场,2016-03-22,http://www.fangchan.com/news/1/2016-03-22/6117831629705908795.html
“营改增”出台后 房价是涨是降你清楚了吗？,2016-03-21,http://www.fangchan.com/news/1/2016-03-21/6117484680821674907.html
2月深圳房价同比涨57% 你还敢买吗？,2016-03-21,http://www.fangchan.com/news/1/2016-03-21/6117475086787481749.html
房价倒挂助长观望情绪 济南部分二手房价高于新房,2016-03-21,http://www.fangchan.com/news/1/2016-03-21/6117472109217518162.html
癫狂买房记 是房价疯了还是我们疯了？,2016-03-21,http://www.fangchan.com/news/1/2016-03-21/6117471312572387805.html
张玉良：目前看不到北京房价下跌可能性,2016-03-21,http://www.fangchan.com/news/7/2016-03-21/6117467765738901950.html
2月70城房价明显升温 北京二手房涨幅达3.2%,2016-03-20,http://www.fangchan.com/news/1/2016-03-20/6117126767577993532.html
房价环比涨幅继续扩大 深圳新盘价同比上涨近6成,2016-03-20,http://www.fangchan.com/news/1/2016-03-20/6117123907725365844.html
长春房价环比涨0.3%同比降1.2%,2016-03-19,http://www.fangchan.com/news/1/2016-03-19/6116788517260824791.html
环北京楼市样本调查：房价大涨 投资客笃定入场,2016-03-19,http://www.fangchan.com/news/1/2016-03-19/6116787109623042286.html
李嘉诚：大陆一线城市房地产没泡沫 房价“合理”,2016-03-18,http://www.fangchan.com/news/7/2016-03-18/6116394361912889668.html
一线城市控房价 继续限购无悬念,2016-03-18,http://www.fangchan.com/news/1/2016-03-18/6116392708727968756.html
标题,时间,URL
南京业主反对小区会所改建养老院：会拉低房价,2016-04-12,http://www.fangchan.com/news/1/2016-04-12/6125451481513791749.html
万国置地：今年一线城市房价或涨5%-10%,2016-04-12,http://www.fangchan.com/news/7/2016-04-12/6125449117511783194.html
二线城市轮番上演“地王战” 地价房价齐涨,2016-04-10,http://www.fangchan.com/news/1/2016-04-10/6124715376334147890.html
房价再现跌势 成都二套房首付降至3.5成,2016-04-08,http://www.fangchan.com/news/1/2016-04-08/6124006978449903631.html
3月上海二手房市场 高烧遭遇新政 稳定房价可期,2016-04-07,http://www.fangchan.com/news/1/2016-04-07/6123724982523859849.html
楼市“转冷”趋势明显 热点城市房价迅速“退烧”,2016-04-07,http://www.fangchan.com/news/1/2016-04-07/6123651547848315278.html
媒体:破解房价收入倒挂须靠供给侧改革,2016-04-07,http://www.fangchan.com/news/1/2016-04-07/6123638711487107968.html
沪深房价下跌 网友点赞“广州楼市最理性”,2016-04-07,http://www.fangchan.com/news/1/2016-04-07/6123635597325439127.html
机构称多城市房价与收入增幅出现明显“倒挂”,2016-04-06,http://www.fangchan.com/news/7/2016-04-06/6123279782097785101.html
楼市“转冷”趋势明显 中国热点城市房价迅速“退烧”,2016-04-06,http://www.fangchan.com/news/1/2016-04-06/6123278481892905242.html
央行调查称过半居民预期下季度房价“基本不变”,2016-04-05,http://www.fangchan.com/news/1/2016-04-05/6122916563344757435.html
郑州龙湖诞生“新地王” 预计房价至少3万/平,2016-04-05,http://www.fangchan.com/news/5/2016-04-05/6122910560750473429.html
廊坊“祭出”环京版限购令 燕郊等地房价面临回调压力,2016-04-05,http://www.fangchan.com/news/4/2016-04-05/6122909080794501494.html
北京房价调控新政现端倪 政策收紧并不代表严令法规出台,2016-04-03,http://www.fangchan.com/news/1/2016-04-03/6122200992143709007.html
58同城：刚需PK房价，沪深楼市限购升级,2016-04-01,http://www.fangchan.com/news/2/2016-04-01/6121556788065407912.html
燕郊楼市：一年间房价翻倍 市场投资客为主,2016-04-01,http://www.fangchan.com/news/1/2016-04-01/6121462358461452442.html
央行调查显示过半居民认为目前房价过高,2016-04-01,http://www.fangchan.com/news/1/2016-04-01/6121454364411630454.html
二线城地价频创新高 房价涨势直逼北上深,2016-03-31,http://www.fangchan.com/news/5/2016-03-31/6121091518507062197.html
城市系列点评之成都：成交高居首位 房价微跌,2016-03-30,http://www.fangchan.com/news/1/2016-03-30/6120760369977037236.html
许家印：一线城市房价很难跌 暴涨也不会再有,2016-03-30,http://www.fangchan.com/news/7/2016-03-30/6120739754851242395.html
一二线城市联调：房价还能涨多久,2016-03-30,http://www.fangchan.com/news/1/2016-03-30/6120738736038024151.html
潜力永清——房价的低洼地 机遇的高热区,2016-03-29,http://www.fangchan.com/news/132/2016-03-29/6120514248021184866.html
环京县市房价涨得快 廊坊调控预期增大,2016-03-28,http://www.fangchan.com/news/1/2016-03-28/6120005065123369034.html
房地产业营改增有助于促进房价理性回归,2016-03-27,http://www.fangchan.com/news/6/2016-03-27/6119625515046604841.html
谢国忠：一线城市房价达历史高位,2016-03-25,http://www.fangchan.com/news/7/2016-03-25/6118926006851276972.html
燕郊多项目房价站上两万引质疑,2016-03-25,http://www.fangchan.com/news/1/2016-03-25/6118920594986963347.html
评论：一线城市房价暴涨游戏该结束了,2016-03-24,http://www.fangchan.com/news/7/2016-03-24/6118567211004400001.html
未过两道“坎”广州房价难飙升,2016-03-24,http://www.fangchan.com/news/1/2016-03-24/6118563856030961740.html
专家称稳房价能取得一定成绩 7.2亿存量房不可怕,2016-03-23,http://www.fangchan.com/news/7/2016-03-23/6118200674728874155.html
数据显示：北京二手房价一年涨了近三成,2016-03-23,http://www.fangchan.com/news/1/2016-03-23/6118195901707391313.html
京副市长：房价年初以来上涨11.3%,2016-03-23,http://www.fangchan.com/news/1/2016-03-23/6118195163627327850.html
北京五环内房价破6万背后真相：存大量伪豪宅,2016-03-22,http://www.fangchan.com/news/1/2016-03-22/6117839477697482846.html
遏制房价暴涨一线城市要守住底线,2016-03-22,http://www.fangchan.com/news/7/2016-03-22/6117832543690887929.html
环北京楼市样本调查：房价大涨 投资客笃定入场,2016-03-22,http://www.fangchan.com/news/1/2016-03-22/6117831629705908795.html
“营改增”出台后 房价是涨是降你清楚了吗？,2016-03-21,http://www.fangchan.com/news/1/2016-03-21/6117484680821674907.html
2月深圳房价同比涨57% 你还敢买吗？,2016-03-21,http://www.fangchan.com/news/1/2016-03-21/6117475086787481749.html
房价倒挂助长观望情绪 济南部分二手房价高于新房,2016-03-21,http://www.fangchan.com/news/1/2016-03-21/6117472109217518162.html
癫狂买房记 是房价疯了还是我们疯了？,2016-03-21,http://www.fangchan.com/news/1/2016-03-21/6117471312572387805.html
张玉良：目前看不到北京房价下跌可能性,2016-03-21,http://www.fangchan.com/news/7/2016-03-21/6117467765738901950.html
2月70城房价明显升温 北京二手房涨幅达3.2%,2016-03-20,http://www.fangchan.com/news/1/2016-03-20/6117126767577993532.html
房价环比涨幅继续扩大 深圳新盘价同比上涨近6成,2016-03-20,http://www.fangchan.com/news/1/2016-03-20/6117123907725365844.html
长春房价环比涨0.3%同比降1.2%,2016-03-19,http://www.fangchan.com/news/1/2016-03-19/6116788517260824791.html
环北京楼市样本调查：房价大涨 投资客笃定入场,2016-03-19,http://www.fangchan.com/news/1/2016-03-19/6116787109623042286.html
李嘉诚：大陆一线城市房地产没泡沫 房价“合理”,2016-03-18,http://www.fangchan.com/news/7/2016-03-18/6116394361912889668.html
一线城市控房价 继续限购无悬念,2016-03-18,http://www.fangchan.com/news/1/2016-03-18/6116392708727968756.html
标题,时间,URL
南京业主反对小区会所改建养老院：会拉低房价,2016-04-12,http://www.fangchan.com/news/1/2016-04-12/6125451481513791749.html
万国置地：今年一线城市房价或涨5%-10%,2016-04-12,http://www.fangchan.com/news/7/2016-04-12/6125449117511783194.html
二线城市轮番上演“地王战” 地价房价齐涨,2016-04-10,http://www.fangchan.com/news/1/2016-04-10/6124715376334147890.html
房价再现跌势 成都二套房首付降至3.5成,2016-04-08,http://www.fangchan.com/news/1/2016-04-08/6124006978449903631.html
3月上海二手房市场 高烧遭遇新政 稳定房价可期,2016-04-07,http://www.fangchan.com/news/1/2016-04-07/6123724982523859849.html
楼市“转冷”趋势明显 热点城市房价迅速“退烧”,2016-04-07,http://www.fangchan.com/news/1/2016-04-07/6123651547848315278.html
媒体:破解房价收入倒挂须靠供给侧改革,2016-04-07,http://www.fangchan.com/news/1/2016-04-07/6123638711487107968.html
沪深房价下跌 网友点赞“广州楼市最理性”,2016-04-07,http://www.fangchan.com/news/1/2016-04-07/6123635597325439127.html
机构称多城市房价与收入增幅出现明显“倒挂”,2016-04-06,http://www.fangchan.com/news/7/2016-04-06/6123279782097785101.html
楼市“转冷”趋势明显 中国热点城市房价迅速“退烧”,2016-04-06,http://www.fangchan.com/news/1/2016-04-06/6123278481892905242.html
央行调查称过半居民预期下季度房价“基本不变”,2016-04-05,http://www.fangchan.com/news/1/2016-04-05/6122916563344757435.html
郑州龙湖诞生“新地王” 预计房价至少3万/平,2016-04-05,http://www.fangchan.com/news/5/2016-04-05/6122910560750473429.html
廊坊“祭出”环京版限购令 燕郊等地房价面临回调压力,2016-04-05,http://www.fangchan.com/news/4/2016-04-05/6122909080794501494.html
北京房价调控新政现端倪 政策收紧并不代表严令法规出台,2016-04-03,http://www.fangchan.com/news/1/2016-04-03/6122200992143709007.html
58同城：刚需PK房价，沪深楼市限购升级,2016-04-01,http://www.fangchan.com/news/2/2016-04-01/6121556788065407912.html
燕郊楼市：一年间房价翻倍 市场投资客为主,2016-04-01,http://www.fangchan.com/news/1/2016-04-01/6121462358461452442.html
央行调查显示过半居民认为目前房价过高,2016-04-01,http://www.fangchan.com/news/1/2016-04-01/6121454364411630454.html
二线城地价频创新高 房价涨势直逼北上深,2016-03-31,http://www.fangchan.com/news/5/2016-03-31/6121091518507062197.html
城市系列点评之成都：成交高居首位 房价微跌,2016-03-30,http://www.fangchan.com/news/1/2016-03-30/6120760369977037236.html
许家印：一线城市房价很难跌 暴涨也不会再有,2016-03-30,http://www.fangchan.com/news/7/2016-03-30/6120739754851242395.html
一二线城市联调：房价还能涨多久,2016-03-30,http://www.fangchan.com/news/1/2016-03-30/6120738736038024151.html
潜力永清——房价的低洼地 机遇的高热区,2016-03-29,http://www.fangchan.com/news/132/2016-03-29/6120514248021184866.html
环京县市房价涨得快 廊坊调控预期增大,2016-03-28,http://www.fangchan.com/news/1/2016-03-28/6120005065123369034.html
房地产业营改增有助于促进房价理性回归,2016-03-27,http://www.fangchan.com/news/6/2016-03-27/6119625515046604841.html
谢国忠：一线城市房价达历史高位,2016-03-25,http://www.fangchan.com/news/7/2016-03-25/6118926006851276972.html
燕郊多项目房价站上两万引质疑,2016-03-25,http://www.fangchan.com/news/1/2016-03-25/6118920594986963347.html
评论：一线城市房价暴涨游戏该结束了,2016-03-24,http://www.fangchan.com/news/7/2016-03-24/6118567211004400001.html
未过两道“坎”广州房价难飙升,2016-03-24,http://www.fangchan.com/news/1/2016-03-24/6118563856030961740.html
专家称稳房价能取得一定成绩 7.2亿存量房不可怕,2016-03-23,http://www.fangchan.com/news/7/2016-03-23/6118200674728874155.html
数据显示：北京二手房价一年涨了近三成,2016-03-23,http://www.fangchan.com/news/1/2016-03-23/6118195901707391313.html
京副市长：房价年初以来上涨11.3%,2016-03-23,http://www.fangchan.com/news/1/2016-03-23/6118195163627327850.html
北京五环内房价破6万背后真相：存大量伪豪宅,2016-03-22,http://www.fangchan.com/news/1/2016-03-22/6117839477697482846.html
遏制房价暴涨一线城市要守住底线,2016-03-22,http://www.fangchan.com/news/7/2016-03-22/6117832543690887929.html
环北京楼市样本调查：房价大涨 投资客笃定入场,2016-03-22,http://www.fangchan.com/news/1/2016-03-22/6117831629705908795.html
“营改增”出台后 房价是涨是降你清楚了吗？,2016-03-21,http://www.fangchan.com/news/1/2016-03-21/6117484680821674907.html
2月深圳房价同比涨57% 你还敢买吗？,2016-03-21,http://www.fangchan.com/news/1/2016-03-21/6117475086787481749.html
房价倒挂助长观望情绪 济南部分二手房价高于新房,2016-03-21,http://www.fangchan.com/news/1/2016-03-21/6117472109217518162.html
癫狂买房记 是房价疯了还是我们疯了？,2016-03-21,http://www.fangchan.com/news/1/2016-03-21/6117471312572387805.html
张玉良：目前看不到北京房价下跌可能性,2016-03-21,http://www.fangchan.com/news/7/2016-03-21/6117467765738901950.html
2月70城房价明显升温 北京二手房涨幅达3.2%,2016-03-20,http://www.fangchan.com/news/1/2016-03-20/6117126767577993532.html
房价环比涨幅继续扩大 深圳新盘价同比上涨近6成,2016-03-20,http://www.fangchan.com/news/1/2016-03-20/6117123907725365844.html
长春房价环比涨0.3%同比降1.2%,2016-03-19,http://www.fangchan.com/news/1/2016-03-19/6116788517260824791.html
环北京楼市样本调查：房价大涨 投资客笃定入场,2016-03-19,http://www.fangchan.com/news/1/2016-03-19/6116787109623042286.html
李嘉诚：大陆一线城市房地产没泡沫 房价“合理”,2016-03-18,http://www.fangchan.com/news/7/2016-03-18/6116394361912889668.html
一线城市控房价 继续限购无悬念,2016-03-18,http://www.fangchan.com/news/1/2016-03-18/6116392708727968756.html
标题,时间,URL
南京业主反对小区会所改建养老院：会拉低房价,2016-04-12,http://www.fangchan.com/news/1/2016-04-12/6125451481513791749.html
万国置地：今年一线城市房价或涨5%-10%,2016-04-12,http://www.fangchan.com/news/7/2016-04-12/6125449117511783194.html
二线城市轮番上演“地王战” 地价房价齐涨,2016-04-10,http://www.fangchan.com/news/1/2016-04-10/6124715376334147890.html
房价再现跌势 成都二套房首付降至3.5成,2016-04-08,http://www.fangchan.com/news/1/2016-04-08/6124006978449903631.html
3月上海二手房市场 高烧遭遇新政 稳定房价可期,2016-04-07,http://www.fangchan.com/news/1/2016-04-07/6123724982523859849.html
楼市“转冷”趋势明显 热点城市房价迅速“退烧”,2016-04-07,http://www.fangchan.com/news/1/2016-04-07/6123651547848315278.html
媒体:破解房价收入倒挂须靠供给侧改革,2016-04-07,http://www.fangchan.com/news/1/2016-04-07/6123638711487107968.html
沪深房价下跌 网友点赞“广州楼市最理性”,2016-04-07,http://www.fangchan.com/news/1/2016-04-07/6123635597325439127.html
机构称多城市房价与收入增幅出现明显“倒挂”,2016-04-06,http://www.fangchan.com/news/7/2016-04-06/6123279782097785101.html
楼市“转冷”趋势明显 中国热点城市房价迅速“退烧”,2016-04-06,http://www.fangchan.com/news/1/2016-04-06/6123278481892905242.html
央行调查称过半居民预期下季度房价“基本不变”,2016-04-05,http://www.fangchan.com/news/1/2016-04-05/6122916563344757435.html
郑州龙湖诞生“新地王” 预计房价至少3万/平,2016-04-05,http://www.fangchan.com/news/5/2016-04-05/6122910560750473429.html
廊坊“祭出”环京版限购令 燕郊等地房价面临回调压力,2016-04-05,http://www.fangchan.com/news/4/2016-04-05/6122909080794501494.html
北京房价调控新政现端倪 政策收紧并不代表严令法规出台,2016-04-03,http://www.fangchan.com/news/1/2016-04-03/6122200992143709007.html
58同城：刚需PK房价，沪深楼市限购升级,2016-04-01,http://www.fangchan.com/news/2/2016-04-01/6121556788065407912.html
燕郊楼市：一年间房价翻倍 市场投资客为主,2016-04-01,http://www.fangchan.com/news/1/2016-04-01/6121462358461452442.html
央行调查显示过半居民认为目前房价过高,2016-04-01,http://www.fangchan.com/news/1/2016-04-01/6121454364411630454.html
二线城地价频创新高 房价涨势直逼北上深,2016-03-31,http://www.fangchan.com/news/5/2016-03-31/6121091518507062197.html
城市系列点评之成都：成交高居首位 房价微跌,2016-03-30,http://www.fangchan.com/news/1/2016-03-30/6120760369977037236.html
许家印：一线城市房价很难跌 暴涨也不会再有,2016-03-30,http://www.fangchan.com/news/7/2016-03-30/6120739754851242395.html
一二线城市联调：房价还能涨多久,2016-03-30,http://www.fangchan.com/news/1/2016-03-30/6120738736038024151.html
潜力永清——房价的低洼地 机遇的高热区,2016-03-29,http://www.fangchan.com/news/132/2016-03-29/6120514248021184866.html
环京县市房价涨得快 廊坊调控预期增大,2016-03-28,http://www.fangchan.com/news/1/2016-03-28/6120005065123369034.html
房地产业营改增有助于促进房价理性回归,2016-03-27,http://www.fangchan.com/news/6/2016-03-27/6119625515046604841.html
谢国忠：一线城市房价达历史高位,2016-03-25,http://www.fangchan.com/news/7/2016-03-25/6118926006851276972.html
燕郊多项目房价站上两万引质疑,2016-03-25,http://www.fangchan.com/news/1/2016-03-25/6118920594986963347.html
评论：一线城市房价暴涨游戏该结束了,2016-03-24,http://www.fangchan.com/news/7/2016-03-24/6118567211004400001.html
未过两道“坎”广州房价难飙升,2016-03-24,http://www.fangchan.com/news/1/2016-03-24/6118563856030961740.html
专家称稳房价能取得一定成绩 7.2亿存量房不可怕,2016-03-23,http://www.fangchan.com/news/7/2016-03-23/6118200674728874155.html
数据显示：北京二手房价一年涨了近三成,2016-03-23,http://www.fangchan.com/news/1/2016-03-23/6118195901707391313.html
京副市长：房价年初以来上涨11.3%,2016-03-23,http://www.fangchan.com/news/1/2016-03-23/6118195163627327850.html
北京五环内房价破6万背后真相：存大量伪豪宅,2016-03-22,http://www.fangchan.com/news/1/2016-03-22/6117839477697482846.html
遏制房价暴涨一线城市要守住底线,2016-03-22,http://www.fangchan.com/news/7/2016-03-22/6117832543690887929.html
环北京楼市样本调查：房价大涨 投资客笃定入场,2016-03-22,http://www.fangchan.com/news/1/2016-03-22/6117831629705908795.html
“营改增”出台后 房价是涨是降你清楚了吗？,2016-03-21,http://www.fangchan.com/news/1/2016-03-21/6117484680821674907.html
2月深圳房价同比涨57% 你还敢买吗？,2016-03-21,http://www.fangchan.com/news/1/2016-03-21/6117475086787481749.html
房价倒挂助长观望情绪 济南部分二手房价高于新房,2016-03-21,http://www.fangchan.com/news/1/2016-03-21/6117472109217518162.html
癫狂买房记 是房价疯了还是我们疯了？,2016-03-21,http://www.fangchan.com/news/1/2016-03-21/6117471312572387805.html
张玉良：目前看不到北京房价下跌可能性,2016-03-21,http://www.fangchan.com/news/7/2016-03-21/6117467765738901950.html
2月70城房价明显升温 北京二手房涨幅达3.2%,2016-03-20,http://www.fangchan.com/news/1/2016-03-20/6117126767577993532.html
房价环比涨幅继续扩大 深圳新盘价同比上涨近6成,2016-03-20,http://www.fangchan.com/news/1/2016-03-20/6117123907725365844.html
长春房价环比涨0.3%同比降1.2%,2016-03-19,http://www.fangchan.com/news/1/2016-03-19/6116788517260824791.html
环北京楼市样本调查：房价大涨 投资客笃定入场,2016-03-19,http://www.fangchan.com/news/1/2016-03-19/6116787109623042286.html
李嘉诚：大陆一线城市房地产没泡沫 房价“合理”,2016-03-18,http://www.fangchan.com/news/7/2016-03-18/6116394361912889668.html
一线城市控房价 继续限购无悬念,2016-03-18,http://www.fangchan.com/news/1/2016-03-18/6116392708727968756.html
标题,时间,URL
南京业主反对小区会所改建养老院：会拉低房价,2016-04-12,http://www.fangchan.com/news/1/2016-04-12/6125451481513791749.html
万国置地：今年一线城市房价或涨5%-10%,2016-04-12,http://www.fangchan.com/news/7/2016-04-12/6125449117511783194.html
二线城市轮番上演“地王战” 地价房价齐涨,2016-04-10,http://www.fangchan.com/news/1/2016-04-10/6124715376334147890.html
房价再现跌势 成都二套房首付降至3.5成,2016-04-08,http://www.fangchan.com/news/1/2016-04-08/6124006978449903631.html
3月上海二手房市场 高烧遭遇新政 稳定房价可期,2016-04-07,http://www.fangchan.com/news/1/2016-04-07/6123724982523859849.html
楼市“转冷”趋势明显 热点城市房价迅速“退烧”,2016-04-07,http://www.fangchan.com/news/1/2016-04-07/6123651547848315278.html
媒体:破解房价收入倒挂须靠供给侧改革,2016-04-07,http://www.fangchan.com/news/1/2016-04-07/6123638711487107968.html
沪深房价下跌 网友点赞“广州楼市最理性”,2016-04-07,http://www.fangchan.com/news/1/2016-04-07/6123635597325439127.html
机构称多城市房价与收入增幅出现明显“倒挂”,2016-04-06,http://www.fangchan.com/news/7/2016-04-06/6123279782097785101.html
楼市“转冷”趋势明显 中国热点城市房价迅速“退烧”,2016-04-06,http://www.fangchan.com/news/1/2016-04-06/6123278481892905242.html
央行调查称过半居民预期下季度房价“基本不变”,2016-04-05,http://www.fangchan.com/news/1/2016-04-05/6122916563344757435.html
郑州龙湖诞生“新地王” 预计房价至少3万/平,2016-04-05,http://www.fangchan.com/news/5/2016-04-05/6122910560750473429.html
廊坊“祭出”环京版限购令 燕郊等地房价面临回调压力,2016-04-05,http://www.fangchan.com/news/4/2016-04-05/6122909080794501494.html
北京房价调控新政现端倪 政策收紧并不代表严令法规出台,2016-04-03,http://www.fangchan.com/news/1/2016-04-03/6122200992143709007.html
58同城：刚需PK房价，沪深楼市限购升级,2016-04-01,http://www.fangchan.com/news/2/2016-04-01/6121556788065407912.html
燕郊楼市：一年间房价翻倍 市场投资客为主,2016-04-01,http://www.fangchan.com/news/1/2016-04-01/6121462358461452442.html
央行调查显示过半居民认为目前房价过高,2016-04-01,http://www.fangchan.com/news/1/2016-04-01/6121454364411630454.html
二线城地价频创新高 房价涨势直逼北上深,2016-03-31,http://www.fangchan.com/news/5/2016-03-31/6121091518507062197.html
城市系列点评之成都：成交高居首位 房价微跌,2016-03-30,http://www.fangchan.com/news/1/2016-03-30/6120760369977037236.html
许家印：一线城市房价很难跌 暴涨也不会再有,2016-03-30,http://www.fangchan.com/news/7/2016-03-30/6120739754851242395.html
一二线城市联调：房价还能涨多久,2016-03-30,http://www.fangchan.com/news/1/2016-03-30/6120738736038024151.html
潜力永清——房价的低洼地 机遇的高热区,2016-03-29,http://www.fangchan.com/news/132/2016-03-29/6120514248021184866.html
环京县市房价涨得快 廊坊调控预期增大,2016-03-28,http://www.fangchan.com/news/1/2016-03-28/6120005065123369034.html
房地产业营改增有助于促进房价理性回归,2016-03-27,http://www.fangchan.com/news/6/2016-03-27/6119625515046604841.html
谢国忠：一线城市房价达历史高位,2016-03-25,http://www.fangchan.com/news/7/2016-03-25/6118926006851276972.html
燕郊多项目房价站上两万引质疑,2016-03-25,http://www.fangchan.com/news/1/2016-03-25/6118920594986963347.html
评论：一线城市房价暴涨游戏该结束了,2016-03-24,http://www.fangchan.com/news/7/2016-03-24/6118567211004400001.html
未过两道“坎”广州房价难飙升,2016-03-24,http://www.fangchan.com/news/1/2016-03-24/6118563856030961740.html
专家称稳房价能取得一定成绩 7.2亿存量房不可怕,2016-03-23,http://www.fangchan.com/news/7/2016-03-23/6118200674728874155.html
数据显示：北京二手房价一年涨了近三成,2016-03-23,http://www.fangchan.com/news/1/2016-03-23/6118195901707391313.html
京副市长：房价年初以来上涨11.3%,2016-03-23,http://www.fangchan.com/news/1/2016-03-23/6118195163627327850.html
北京五环内房价破6万背后真相：存大量伪豪宅,2016-03-22,http://www.fangchan.com/news/1/2016-03-22/6117839477697482846.html
遏制房价暴涨一线城市要守住底线,2016-03-22,http://www.fangchan.com/news/7/2016-03-22/6117832543690887929.html
环北京楼市样本调查：房价大涨 投资客笃定入场,2016-03-22,http://www.fangchan.com/news/1/2016-03-22/6117831629705908795.html
“营改增”出台后 房价是涨是降你清楚了吗？,2016-03-21,http://www.fangchan.com/news/1/2016-03-21/6117484680821674907.html
2月深圳房价同比涨57% 你还敢买吗？,2016-03-21,http://www.fangchan.com/news/1/2016-03-21/6117475086787481749.html
房价倒挂助长观望情绪 济南部分二手房价高于新房,2016-03-21,http://www.fangchan.com/news/1/2016-03-21/6117472109217518162.html
癫狂买房记 是房价疯了还是我们疯了？,2016-03-21,http://www.fangchan.com/news/1/2016-03-21/6117471312572387805.html
张玉良：目前看不到北京房价下跌可能性,2016-03-21,http://www.fangchan.com/news/7/2016-03-21/6117467765738901950.html
2月70城房价明显升温 北京二手房涨幅达3.2%,2016-03-20,http://www.fangchan.com/news/1/2016-03-20/6117126767577993532.html
房价环比涨幅继续扩大 深圳新盘价同比上涨近6成,2016-03-20,http://www.fangchan.com/news/1/2016-03-20/6117123907725365844.html
长春房价环比涨0.3%同比降1.2%,2016-03-19,http://www.fangchan.com/news/1/2016-03-19/6116788517260824791.html
环北京楼市样本调查：房价大涨 投资客笃定入场,2016-03-19,http://www.fangchan.com/news/1/2016-03-19/6116787109623042286.html
李嘉诚：大陆一线城市房地产没泡沫 房价“合理”,2016-03-18,http://www.fangchan.com/news/7/2016-03-18/6116394361912889668.html
一线城市控房价 继续限购无悬念,2016-03-18,http://www.fangchan.com/news/1/2016-03-18/6116392708727968756.html
标题,时间,URL
南京业主反对小区会所改建养老院：会拉低房价,2016-04-12,http://www.fangchan.com/news/1/2016-04-12/6125451481513791749.html
万国置地：今年一线城市房价或涨5%-10%,2016-04-12,http://www.fangchan.com/news/7/2016-04-12/6125449117511783194.html
二线城市轮番上演“地王战” 地价房价齐涨,2016-04-10,http://www.fangchan.com/news/1/2016-04-10/6124715376334147890.html
房价再现跌势 成都二套房首付降至3.5成,2016-04-08,http://www.fangchan.com/news/1/2016-04-08/6124006978449903631.html
3月上海二手房市场 高烧遭遇新政 稳定房价可期,2016-04-07,http://www.fangchan.com/news/1/2016-04-07/6123724982523859849.html
楼市“转冷”趋势明显 热点城市房价迅速“退烧”,2016-04-07,http://www.fangchan.com/news/1/2016-04-07/6123651547848315278.html
媒体:破解房价收入倒挂须靠供给侧改革,2016-04-07,http://www.fangchan.com/news/1/2016-04-07/6123638711487107968.html
沪深房价下跌 网友点赞“广州楼市最理性”,2016-04-07,http://www.fangchan.com/news/1/2016-04-07/6123635597325439127.html
机构称多城市房价与收入增幅出现明显“倒挂”,2016-04-06,http://www.fangchan.com/news/7/2016-04-06/6123279782097785101.html
楼市“转冷”趋势明显 中国热点城市房价迅速“退烧”,2016-04-06,http://www.fangchan.com/news/1/2016-04-06/6123278481892905242.html
央行调查称过半居民预期下季度房价“基本不变”,2016-04-05,http://www.fangchan.com/news/1/2016-04-05/6122916563344757435.html
郑州龙湖诞生“新地王” 预计房价至少3万/平,2016-04-05,http://www.fangchan.com/news/5/2016-04-05/6122910560750473429.html
廊坊“祭出”环京版限购令 燕郊等地房价面临回调压力,2016-04-05,http://www.fangchan.com/news/4/2016-04-05/6122909080794501494.html
北京房价调控新政现端倪 政策收紧并不代表严令法规出台,2016-04-03,http://www.fangchan.com/news/1/2016-04-03/6122200992143709007.html
58同城：刚需PK房价，沪深楼市限购升级,2016-04-01,http://www.fangchan.com/news/2/2016-04-01/6121556788065407912.html
燕郊楼市：一年间房价翻倍 市场投资客为主,2016-04-01,http://www.fangchan.com/news/1/2016-04-01/6121462358461452442.html
央行调查显示过半居民认为目前房价过高,2016-04-01,http://www.fangchan.com/news/1/2016-04-01/6121454364411630454.html
二线城地价频创新高 房价涨势直逼北上深,2016-03-31,http://www.fangchan.com/news/5/2016-03-31/6121091518507062197.html
